alert_date,location,category,item_name,current_stock,alert_type,days_until_stockout,resolved,priority
2025-11-09,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,344,LOW,31.27,False,MEDIUM
2025-11-10,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,329,LOW,21.93,False,MEDIUM
2025-11-11,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,309,LOW,15.45,False,MEDIUM
2025-11-12,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,283,LOW,10.88,False,MEDIUM
2025-11-13,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,274,LOW,30.44,False,MEDIUM
2025-11-14,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,270,LOW,67.5,False,MEDIUM
2025-11-15,City Hospital - Emergency,medicines,Ciprofloxacin 500mg,245,LOW,9.8,False,MEDIUM
2025-10-21,City Hospital - Emergency,medicines,Azithromycin 500mg,165,LOW,13.75,False,MEDIUM
2025-10-22,City Hospital - Emergency,medicines,Azithromycin 500mg,161,LOW,40.25,False,MEDIUM
2025-10-23,City Hospital - Emergency,medicines,Azithromycin 500mg,146,LOW,9.73,False,MEDIUM
2025-10-24,City Hospital - Emergency,medicines,Azithromycin 500mg,122,LOW,5.08,False,MEDIUM
2025-11-24,City Hospital - Emergency,medicines,Azithromycin 500mg,167,LOW,11.13,False,MEDIUM
2025-11-25,City Hospital - Emergency,medicines,Azithromycin 500mg,152,LOW,10.13,False,MEDIUM
2025-11-26,City Hospital - Emergency,medicines,Azithromycin 500mg,140,LOW,11.67,False,MEDIUM
2025-11-27,City Hospital - Emergency,medicines,Azithromycin 500mg,133,LOW,19.0,False,MEDIUM
2025-12-31,City Hospital - Emergency,medicines,Azithromycin 500mg,162,LOW,7.04,False,MEDIUM
2026-01-01,City Hospital - Emergency,medicines,Azithromycin 500mg,155,LOW,22.14,False,MEDIUM
2026-01-02,City Hospital - Emergency,medicines,Azithromycin 500mg,137,LOW,7.61,False,MEDIUM
2026-01-03,City Hospital - Emergency,medicines,Azithromycin 500mg,132,LOW,26.4,False,MEDIUM
2025-11-02,City Hospital - Emergency,medicines,Insulin 100U/ml,308,LOW,18.12,False,MEDIUM
2025-11-03,City Hospital - Emergency,medicines,Insulin 100U/ml,299,LOW,33.22,False,MEDIUM
2025-11-04,City Hospital - Emergency,medicines,Insulin 100U/ml,266,LOW,8.06,False,MEDIUM
2025-11-05,City Hospital - Emergency,medicines,Insulin 100U/ml,243,LOW,10.57,False,MEDIUM
2025-11-06,City Hospital - Emergency,medicines,Insulin 100U/ml,231,LOW,19.25,False,MEDIUM
2025-11-07,City Hospital - Emergency,medicines,Insulin 100U/ml,218,LOW,16.77,False,MEDIUM
2025-11-12,City Hospital - Emergency,medicines,Salbutamol Inhaler,353,LOW,18.58,False,MEDIUM
2025-11-13,City Hospital - Emergency,medicines,Salbutamol Inhaler,343,LOW,34.3,False,MEDIUM
2025-11-14,City Hospital - Emergency,medicines,Salbutamol Inhaler,317,LOW,12.19,False,MEDIUM
2025-11-15,City Hospital - Emergency,medicines,Salbutamol Inhaler,291,LOW,11.19,False,MEDIUM
2025-11-16,City Hospital - Emergency,medicines,Salbutamol Inhaler,271,LOW,13.55,False,MEDIUM
2025-11-17,City Hospital - Emergency,medicines,Salbutamol Inhaler,264,LOW,37.71,False,MEDIUM
2025-11-18,City Hospital - Emergency,medicines,Salbutamol Inhaler,258,LOW,43.0,False,MEDIUM
2025-10-24,City Hospital - Emergency,food,Rice (kg),328,LOW,18.22,False,MEDIUM
2025-10-25,City Hospital - Emergency,food,Rice (kg),299,LOW,10.31,False,MEDIUM
2025-10-26,City Hospital - Emergency,food,Rice (kg),239,LOW,3.98,False,MEDIUM
2025-11-30,City Hospital - Emergency,food,Rice (kg),335,LOW,8.82,False,MEDIUM
2025-12-01,City Hospital - Emergency,food,Rice (kg),311,LOW,12.96,False,MEDIUM
2025-12-02,City Hospital - Emergency,food,Rice (kg),302,LOW,33.56,False,MEDIUM
2025-12-03,City Hospital - Emergency,food,Rice (kg),265,LOW,7.16,False,MEDIUM
2025-12-04,City Hospital - Emergency,food,Rice (kg),241,LOW,10.04,False,MEDIUM
2025-10-12,City Hospital - Emergency,food,Wheat Flour (kg),113,LOW,2.63,False,MEDIUM
2025-10-30,City Hospital - Emergency,food,Wheat Flour (kg),128,LOW,4.57,False,MEDIUM
2025-11-13,City Hospital - Emergency,food,Wheat Flour (kg),133,LOW,16.62,False,MEDIUM
2025-11-14,City Hospital - Emergency,food,Wheat Flour (kg),108,LOW,4.32,False,MEDIUM
2025-12-01,City Hospital - Emergency,food,Wheat Flour (kg),125,LOW,6.94,False,MEDIUM
2025-12-14,City Hospital - Emergency,food,Wheat Flour (kg),133,LOW,3.5,False,MEDIUM
2025-12-15,City Hospital - Emergency,food,Wheat Flour (kg),110,LOW,4.78,False,MEDIUM
2026-01-03,City Hospital - Emergency,food,Wheat Flour (kg),119,LOW,3.22,False,MEDIUM
2025-10-07,City Hospital - Emergency,food,Lentils (kg),34,LOW,1.03,False,MEDIUM
2025-10-12,City Hospital - Emergency,food,Lentils (kg),36,LOW,0.8,False,MEDIUM
2025-10-21,City Hospital - Emergency,food,Lentils (kg),40,LOW,1.08,False,MEDIUM
2025-10-26,City Hospital - Emergency,food,Lentils (kg),34,LOW,1.42,False,MEDIUM
2025-11-02,City Hospital - Emergency,food,Lentils (kg),38,LOW,1.06,False,MEDIUM
2025-11-26,City Hospital - Emergency,food,Lentils (kg),33,LOW,1.22,False,MEDIUM
2025-12-03,City Hospital - Emergency,food,Lentils (kg),30,LOW,1.67,False,MEDIUM
2025-12-21,City Hospital - Emergency,food,Lentils (kg),30,LOW,1.25,False,MEDIUM
2025-10-15,City Hospital - Emergency,food,Cooking Oil (L),177,LOW,7.38,False,MEDIUM
2025-10-16,City Hospital - Emergency,food,Cooking Oil (L),142,LOW,4.06,False,MEDIUM
2025-11-04,City Hospital - Emergency,food,Cooking Oil (L),172,LOW,5.55,False,MEDIUM
2025-11-05,City Hospital - Emergency,food,Cooking Oil (L),152,LOW,7.6,False,MEDIUM
2025-11-26,City Hospital - Emergency,food,Cooking Oil (L),158,LOW,3.29,False,MEDIUM
2025-11-27,City Hospital - Emergency,food,Cooking Oil (L),142,LOW,8.88,False,MEDIUM
2025-12-16,City Hospital - Emergency,food,Cooking Oil (L),160,LOW,4.85,False,MEDIUM
2025-12-17,City Hospital - Emergency,food,Cooking Oil (L),147,LOW,11.31,False,MEDIUM
2025-10-17,City Hospital - Emergency,food,Sugar (kg),35,LOW,0.83,False,MEDIUM
2025-10-31,City Hospital - Emergency,food,Sugar (kg),45,LOW,1.45,False,MEDIUM
2025-11-06,City Hospital - Emergency,food,Sugar (kg),38,LOW,1.65,False,MEDIUM
2025-11-13,City Hospital - Emergency,food,Sugar (kg),40,LOW,2.22,False,MEDIUM
2025-11-26,City Hospital - Emergency,food,Sugar (kg),44,LOW,2.32,False,MEDIUM
2025-12-01,City Hospital - Emergency,food,Sugar (kg),37,LOW,1.28,False,MEDIUM
2025-12-12,City Hospital - Emergency,food,Sugar (kg),40,LOW,1.08,False,MEDIUM
2025-12-23,City Hospital - Emergency,food,Sugar (kg),33,LOW,0.92,False,MEDIUM
2025-12-29,City Hospital - Emergency,food,Sugar (kg),36,LOW,0.95,False,MEDIUM
2025-10-15,City Hospital - Emergency,food,Salt (kg),147,LOW,6.68,False,MEDIUM
2025-10-16,City Hospital - Emergency,food,Salt (kg),124,LOW,5.39,False,MEDIUM
2025-10-31,City Hospital - Emergency,food,Salt (kg),150,LOW,3.75,False,MEDIUM
2025-11-01,City Hospital - Emergency,food,Salt (kg),129,LOW,6.14,False,MEDIUM
2025-11-02,City Hospital - Emergency,food,Salt (kg),107,LOW,4.86,False,MEDIUM
2025-11-20,City Hospital - Emergency,food,Salt (kg),149,LOW,18.62,False,MEDIUM
2025-11-21,City Hospital - Emergency,food,Salt (kg),115,LOW,3.38,False,MEDIUM
2025-12-07,City Hospital - Emergency,food,Salt (kg),113,LOW,2.57,False,MEDIUM
2025-12-25,City Hospital - Emergency,food,Salt (kg),142,LOW,9.47,False,MEDIUM
2025-10-09,City Hospital - Emergency,food,Milk Powder (kg),31,LOW,1.48,False,MEDIUM
2025-10-16,City Hospital - Emergency,food,Milk Powder (kg),38,LOW,2.92,False,MEDIUM
2025-10-27,City Hospital - Emergency,food,Milk Powder (kg),39,LOW,2.79,False,MEDIUM
2025-11-10,City Hospital - Emergency,food,Milk Powder (kg),41,LOW,1.46,False,MEDIUM
2025-11-15,City Hospital - Emergency,food,Milk Powder (kg),46,LOW,2.42,False,MEDIUM
2025-12-05,City Hospital - Emergency,food,Milk Powder (kg),41,LOW,5.12,False,MEDIUM
2025-12-17,City Hospital - Emergency,food,Milk Powder (kg),47,LOW,2.35,False,MEDIUM
2025-12-29,City Hospital - Emergency,food,Milk Powder (kg),39,LOW,2.79,False,MEDIUM
2025-10-10,City Hospital - Emergency,food,Canned Beans,115,LOW,2.88,False,MEDIUM
2025-10-11,City Hospital - Emergency,food,Canned Beans,98,LOW,5.76,False,MEDIUM
2025-10-26,City Hospital - Emergency,food,Canned Beans,87,LOW,2.56,False,MEDIUM
2025-11-08,City Hospital - Emergency,food,Canned Beans,118,LOW,2.57,False,MEDIUM
2025-11-09,City Hospital - Emergency,food,Canned Beans,99,LOW,5.21,False,MEDIUM
2025-11-22,City Hospital - Emergency,food,Canned Beans,112,LOW,5.33,False,MEDIUM
2025-12-06,City Hospital - Emergency,food,Canned Beans,113,LOW,3.32,False,MEDIUM
2025-12-19,City Hospital - Emergency,food,Canned Beans,93,LOW,1.9,False,MEDIUM
2025-12-31,City Hospital - Emergency,food,Canned Beans,115,LOW,5.75,False,MEDIUM
2025-10-22,City Hospital - Emergency,food,Pasta (kg),287,LOW,6.83,False,MEDIUM
2025-10-23,City Hospital - Emergency,food,Pasta (kg),240,LOW,5.11,False,MEDIUM
2025-10-24,City Hospital - Emergency,food,Pasta (kg),217,LOW,9.43,False,MEDIUM
2025-11-24,City Hospital - Emergency,food,Pasta (kg),275,LOW,12.5,False,MEDIUM
2025-11-25,City Hospital - Emergency,food,Pasta (kg),256,LOW,13.47,False,MEDIUM
2025-11-26,City Hospital - Emergency,food,Pasta (kg),227,LOW,7.83,False,MEDIUM
2025-11-27,City Hospital - Emergency,food,Pasta (kg),214,LOW,16.46,False,MEDIUM
2025-12-27,City Hospital - Emergency,food,Pasta (kg),270,LOW,5.09,False,MEDIUM
2025-12-28,City Hospital - Emergency,food,Pasta (kg),247,LOW,10.74,False,MEDIUM
2025-10-10,City Hospital - Emergency,food,Baby Food,50,LOW,4.17,False,MEDIUM
2025-10-25,City Hospital - Emergency,food,Baby Food,39,LOW,1.77,False,MEDIUM
2025-11-01,City Hospital - Emergency,food,Baby Food,56,LOW,1.4,False,MEDIUM
2025-11-09,City Hospital - Emergency,food,Baby Food,56,LOW,2.67,False,MEDIUM
2025-11-16,City Hospital - Emergency,food,Baby Food,54,LOW,4.5,False,MEDIUM
2025-11-24,City Hospital - Emergency,food,Baby Food,49,LOW,1.69,False,MEDIUM
2025-12-02,City Hospital - Emergency,food,Baby Food,55,LOW,2.75,False,MEDIUM
2025-12-16,City Hospital - Emergency,food,Baby Food,45,LOW,1.8,False,MEDIUM
2025-12-27,City Hospital - Emergency,food,Baby Food,43,LOW,1.23,False,MEDIUM
2026-01-03,City Hospital - Emergency,food,Baby Food,41,LOW,1.28,False,MEDIUM
2025-11-09,City Hospital - Emergency,supplies,Surgical Masks (box),298,LOW,29.8,False,MEDIUM
2025-11-10,City Hospital - Emergency,supplies,Surgical Masks (box),296,LOW,148.0,False,MEDIUM
2025-11-11,City Hospital - Emergency,supplies,Surgical Masks (box),282,LOW,20.14,False,MEDIUM
2025-11-12,City Hospital - Emergency,supplies,Surgical Masks (box),272,LOW,27.2,False,MEDIUM
2025-11-13,City Hospital - Emergency,supplies,Surgical Masks (box),257,LOW,17.13,False,MEDIUM
2025-11-14,City Hospital - Emergency,supplies,Surgical Masks (box),254,LOW,84.67,False,MEDIUM
2025-11-15,City Hospital - Emergency,supplies,Surgical Masks (box),244,LOW,24.4,False,MEDIUM
2025-11-16,City Hospital - Emergency,supplies,Surgical Masks (box),231,LOW,17.77,False,MEDIUM
2025-11-17,City Hospital - Emergency,supplies,Surgical Masks (box),211,LOW,10.55,False,MEDIUM
2025-10-11,City Hospital - Emergency,supplies,Gloves (box),56,LOW,2.55,False,MEDIUM
2025-10-26,City Hospital - Emergency,supplies,Gloves (box),49,LOW,3.06,False,MEDIUM
2025-11-08,City Hospital - Emergency,supplies,Gloves (box),56,LOW,2.0,False,MEDIUM
2025-11-09,City Hospital - Emergency,supplies,Gloves (box),39,LOW,2.29,False,MEDIUM
2025-11-23,City Hospital - Emergency,supplies,Gloves (box),44,LOW,2.32,False,MEDIUM
2025-12-10,City Hospital - Emergency,supplies,Gloves (box),50,LOW,3.57,False,MEDIUM
2025-12-24,City Hospital - Emergency,supplies,Gloves (box),40,LOW,1.33,False,MEDIUM
2025-10-29,City Hospital - Emergency,supplies,Hand Sanitizer (L),162,LOW,10.8,False,MEDIUM
2025-10-30,City Hospital - Emergency,supplies,Hand Sanitizer (L),148,LOW,10.57,False,MEDIUM
2025-10-31,City Hospital - Emergency,supplies,Hand Sanitizer (L),136,LOW,11.33,False,MEDIUM
2025-11-01,City Hospital - Emergency,supplies,Hand Sanitizer (L),120,LOW,7.5,False,MEDIUM
2025-11-02,City Hospital - Emergency,supplies,Hand Sanitizer (L),116,LOW,29.0,False,MEDIUM
2025-12-16,City Hospital - Emergency,supplies,Hand Sanitizer (L),160,LOW,16.0,False,MEDIUM
2025-12-17,City Hospital - Emergency,supplies,Hand Sanitizer (L),132,LOW,4.71,False,MEDIUM
2025-12-18,City Hospital - Emergency,supplies,Hand Sanitizer (L),125,LOW,17.86,False,MEDIUM
2025-12-19,City Hospital - Emergency,supplies,Hand Sanitizer (L),111,LOW,7.93,False,MEDIUM
2025-10-26,City Hospital - Emergency,supplies,Bandages (pack),172,LOW,24.57,False,MEDIUM
2025-10-27,City Hospital - Emergency,supplies,Bandages (pack),166,LOW,27.67,False,MEDIUM
2025-10-28,City Hospital - Emergency,supplies,Bandages (pack),164,LOW,82.0,False,MEDIUM
2025-10-29,City Hospital - Emergency,supplies,Bandages (pack),158,LOW,26.33,False,MEDIUM
2025-10-30,City Hospital - Emergency,supplies,Bandages (pack),152,LOW,25.33,False,MEDIUM
2025-10-31,City Hospital - Emergency,supplies,Bandages (pack),141,LOW,12.82,False,MEDIUM
2025-11-01,City Hospital - Emergency,supplies,Bandages (pack),124,LOW,7.29,False,MEDIUM
2025-12-10,City Hospital - Emergency,supplies,Bandages (pack),167,LOW,9.82,False,MEDIUM
2025-12-11,City Hospital - Emergency,supplies,Bandages (pack),155,LOW,12.92,False,MEDIUM
2025-12-12,City Hospital - Emergency,supplies,Bandages (pack),139,LOW,8.69,False,MEDIUM
2025-12-13,City Hospital - Emergency,supplies,Bandages (pack),136,LOW,45.33,False,MEDIUM
2025-12-14,City Hospital - Emergency,supplies,Bandages (pack),126,LOW,12.6,False,MEDIUM
2025-10-26,City Hospital - Emergency,supplies,Syringes (pack),156,LOW,7.43,False,MEDIUM
2025-10-27,City Hospital - Emergency,supplies,Syringes (pack),139,LOW,8.18,False,MEDIUM
2025-10-28,City Hospital - Emergency,supplies,Syringes (pack),130,LOW,14.44,False,MEDIUM
2025-10-29,City Hospital - Emergency,supplies,Syringes (pack),116,LOW,8.29,False,MEDIUM
2025-12-06,City Hospital - Emergency,supplies,Syringes (pack),140,LOW,5.6,False,MEDIUM
2025-12-07,City Hospital - Emergency,supplies,Syringes (pack),128,LOW,10.67,False,MEDIUM
2025-12-08,City Hospital - Emergency,supplies,Syringes (pack),124,LOW,31.0,False,MEDIUM
2025-12-09,City Hospital - Emergency,supplies,Syringes (pack),118,LOW,19.67,False,MEDIUM
2025-12-10,City Hospital - Emergency,supplies,Syringes (pack),111,LOW,15.86,False,MEDIUM
2025-10-30,City Hospital - Emergency,supplies,Cotton Swabs (pack),172,LOW,14.33,False,MEDIUM
2025-10-31,City Hospital - Emergency,supplies,Cotton Swabs (pack),158,LOW,11.29,False,MEDIUM
2025-11-01,City Hospital - Emergency,supplies,Cotton Swabs (pack),151,LOW,21.57,False,MEDIUM
2025-11-02,City Hospital - Emergency,supplies,Cotton Swabs (pack),137,LOW,9.79,False,MEDIUM
2025-11-03,City Hospital - Emergency,supplies,Cotton Swabs (pack),130,LOW,18.57,False,MEDIUM
2025-12-08,City Hospital - Emergency,supplies,Cotton Swabs (pack),170,LOW,8.95,False,MEDIUM
2025-12-09,City Hospital - Emergency,supplies,Cotton Swabs (pack),156,LOW,11.14,False,MEDIUM
2025-12-10,City Hospital - Emergency,supplies,Cotton Swabs (pack),154,LOW,77.0,False,MEDIUM
2025-12-11,City Hospital - Emergency,supplies,Cotton Swabs (pack),133,LOW,6.33,False,MEDIUM
2025-12-12,City Hospital - Emergency,supplies,Cotton Swabs (pack),124,LOW,13.78,False,MEDIUM
2025-11-16,City Hospital - Emergency,supplies,Thermometers,325,LOW,23.21,False,MEDIUM
2025-11-17,City Hospital - Emergency,supplies,Thermometers,311,LOW,22.21,False,MEDIUM
2025-11-18,City Hospital - Emergency,supplies,Thermometers,306,LOW,61.2,False,MEDIUM
2025-11-19,City Hospital - Emergency,supplies,Thermometers,287,LOW,15.11,False,MEDIUM
2025-11-20,City Hospital - Emergency,supplies,Thermometers,281,LOW,46.83,False,MEDIUM
2025-11-21,City Hospital - Emergency,supplies,Thermometers,277,LOW,69.25,False,MEDIUM
2025-11-22,City Hospital - Emergency,supplies,Thermometers,262,LOW,17.47,False,MEDIUM
2025-11-23,City Hospital - Emergency,supplies,Thermometers,245,LOW,14.41,False,MEDIUM
2025-10-28,City Hospital - Emergency,supplies,Blood Pressure Monitor,173,LOW,8.65,False,MEDIUM
2025-10-29,City Hospital - Emergency,supplies,Blood Pressure Monitor,157,LOW,9.81,False,MEDIUM
2025-10-30,City Hospital - Emergency,supplies,Blood Pressure Monitor,146,LOW,13.27,False,MEDIUM
2025-10-31,City Hospital - Emergency,supplies,Blood Pressure Monitor,141,LOW,28.2,False,MEDIUM
2025-11-01,City Hospital - Emergency,supplies,Blood Pressure Monitor,133,LOW,16.62,False,MEDIUM
2025-11-02,City Hospital - Emergency,supplies,Blood Pressure Monitor,130,LOW,43.33,False,MEDIUM
2025-12-04,City Hospital - Emergency,supplies,Blood Pressure Monitor,185,LOW,18.5,False,MEDIUM
2025-12-05,City Hospital - Emergency,supplies,Blood Pressure Monitor,168,LOW,9.88,False,MEDIUM
2025-12-06,City Hospital - Emergency,supplies,Blood Pressure Monitor,162,LOW,27.0,False,MEDIUM
2025-12-07,City Hospital - Emergency,supplies,Blood Pressure Monitor,150,LOW,12.5,False,MEDIUM
2025-12-08,City Hospital - Emergency,supplies,Blood Pressure Monitor,141,LOW,15.67,False,MEDIUM
2025-11-15,City Hospital - Emergency,supplies,First Aid Kit,298,LOW,11.04,False,MEDIUM
2025-11-16,City Hospital - Emergency,supplies,First Aid Kit,289,LOW,32.11,False,MEDIUM
2025-11-17,City Hospital - Emergency,supplies,First Aid Kit,282,LOW,40.29,False,MEDIUM
2025-11-18,City Hospital - Emergency,supplies,First Aid Kit,269,LOW,20.69,False,MEDIUM
2025-11-19,City Hospital - Emergency,supplies,First Aid Kit,258,LOW,23.45,False,MEDIUM
2025-11-20,City Hospital - Emergency,supplies,First Aid Kit,249,LOW,27.67,False,MEDIUM
2025-11-21,City Hospital - Emergency,supplies,First Aid Kit,227,LOW,10.32,False,MEDIUM
2025-10-13,City Hospital - Emergency,supplies,Disinfectant (L),45,LOW,2.14,False,MEDIUM
2025-10-26,City Hospital - Emergency,supplies,Disinfectant (L),52,LOW,6.5,False,MEDIUM
2025-10-27,City Hospital - Emergency,supplies,Disinfectant (L),39,LOW,3.0,False,MEDIUM
2025-11-11,City Hospital - Emergency,supplies,Disinfectant (L),52,LOW,2.74,False,MEDIUM
2025-11-30,City Hospital - Emergency,supplies,Disinfectant (L),54,LOW,5.4,False,MEDIUM
2025-12-01,City Hospital - Emergency,supplies,Disinfectant (L),41,LOW,3.15,False,MEDIUM
2025-12-14,City Hospital - Emergency,supplies,Disinfectant (L),41,LOW,2.16,False,MEDIUM
2026-01-01,City Hospital - Emergency,supplies,Disinfectant (L),58,LOW,4.46,False,MEDIUM
2026-01-02,City Hospital - Emergency,supplies,Disinfectant (L),42,LOW,2.62,False,MEDIUM
2025-10-30,District Health Center,medicines,Paracetamol 500mg,236,LOW,12.42,False,MEDIUM
2025-10-31,District Health Center,medicines,Paracetamol 500mg,218,LOW,12.11,False,MEDIUM
2025-11-01,District Health Center,medicines,Paracetamol 500mg,213,LOW,42.6,False,MEDIUM
2025-11-02,District Health Center,medicines,Paracetamol 500mg,199,LOW,14.21,False,MEDIUM
2025-11-03,District Health Center,medicines,Paracetamol 500mg,174,LOW,6.96,False,MEDIUM
2025-12-24,District Health Center,medicines,Paracetamol 500mg,234,LOW,8.36,False,MEDIUM
2025-12-25,District Health Center,medicines,Paracetamol 500mg,228,LOW,38.0,False,MEDIUM
2025-12-26,District Health Center,medicines,Paracetamol 500mg,214,LOW,15.29,False,MEDIUM
2025-12-27,District Health Center,medicines,Paracetamol 500mg,194,LOW,9.7,False,MEDIUM
2025-12-28,District Health Center,medicines,Paracetamol 500mg,168,LOW,6.46,False,MEDIUM
2025-11-05,District Health Center,medicines,Amoxicillin 250mg,307,LOW,9.9,False,MEDIUM
2025-11-06,District Health Center,medicines,Amoxicillin 250mg,279,LOW,9.96,False,MEDIUM
2025-11-07,District Health Center,medicines,Amoxicillin 250mg,260,LOW,13.68,False,MEDIUM
2025-11-08,District Health Center,medicines,Amoxicillin 250mg,233,LOW,8.63,False,MEDIUM
2026-01-01,District Health Center,medicines,Amoxicillin 250mg,309,LOW,9.09,False,MEDIUM
2026-01-02,District Health Center,medicines,Amoxicillin 250mg,293,LOW,18.31,False,MEDIUM
2026-01-03,District Health Center,medicines,Amoxicillin 250mg,284,LOW,31.56,False,MEDIUM
2025-10-20,District Health Center,medicines,Ibuprofen 400mg,157,LOW,6.28,False,MEDIUM
2025-10-21,District Health Center,medicines,Ibuprofen 400mg,126,LOW,4.06,False,MEDIUM
2025-10-22,District Health Center,medicines,Ibuprofen 400mg,122,LOW,30.5,False,MEDIUM
2025-11-21,District Health Center,medicines,Ibuprofen 400mg,161,LOW,10.73,False,MEDIUM
2025-11-22,District Health Center,medicines,Ibuprofen 400mg,156,LOW,31.2,False,MEDIUM
2025-11-23,District Health Center,medicines,Ibuprofen 400mg,141,LOW,9.4,False,MEDIUM
2025-11-24,District Health Center,medicines,Ibuprofen 400mg,131,LOW,13.1,False,MEDIUM
2025-12-27,District Health Center,medicines,Ibuprofen 400mg,160,LOW,5.93,False,MEDIUM
2025-12-28,District Health Center,medicines,Ibuprofen 400mg,144,LOW,9.0,False,MEDIUM
2025-12-29,District Health Center,medicines,Ibuprofen 400mg,134,LOW,13.4,False,MEDIUM
2025-10-25,District Health Center,medicines,Aspirin 100mg,30,LOW,2.14,False,MEDIUM
2025-11-03,District Health Center,medicines,Aspirin 100mg,41,LOW,2.05,False,MEDIUM
2025-11-22,District Health Center,medicines,Aspirin 100mg,31,LOW,2.38,False,MEDIUM
2025-12-03,District Health Center,medicines,Aspirin 100mg,36,LOW,2.57,False,MEDIUM
2025-12-12,District Health Center,medicines,Aspirin 100mg,42,LOW,1.91,False,MEDIUM
2025-12-13,District Health Center,medicines,Aspirin 100mg,36,LOW,6.0,False,MEDIUM
2025-12-30,District Health Center,medicines,Aspirin 100mg,33,LOW,1.83,False,MEDIUM
2025-12-31,District Health Center,medicines,Aspirin 100mg,29,LOW,7.25,False,MEDIUM
2025-11-10,District Health Center,medicines,Metformin 500mg,343,LOW,14.91,False,MEDIUM
2025-11-11,District Health Center,medicines,Metformin 500mg,331,LOW,27.58,False,MEDIUM
2025-11-12,District Health Center,medicines,Metformin 500mg,320,LOW,29.09,False,MEDIUM
2025-11-13,District Health Center,medicines,Metformin 500mg,298,LOW,13.55,False,MEDIUM
2025-11-14,District Health Center,medicines,Metformin 500mg,279,LOW,14.68,False,MEDIUM
2025-11-15,District Health Center,medicines,Metformin 500mg,259,LOW,12.95,False,MEDIUM
2025-11-16,District Health Center,medicines,Metformin 500mg,241,LOW,13.39,False,MEDIUM
2025-10-25,District Health Center,medicines,Omeprazole 20mg,169,LOW,6.76,False,MEDIUM
2025-10-26,District Health Center,medicines,Omeprazole 20mg,137,LOW,4.28,False,MEDIUM
2025-12-02,District Health Center,medicines,Omeprazole 20mg,166,LOW,5.93,False,MEDIUM
2025-12-03,District Health Center,medicines,Omeprazole 20mg,150,LOW,9.38,False,MEDIUM
2025-12-04,District Health Center,medicines,Omeprazole 20mg,133,LOW,7.82,False,MEDIUM
2025-10-18,District Health Center,medicines,Ciprofloxacin 500mg,116,LOW,6.82,False,MEDIUM
2025-10-19,District Health Center,medicines,Ciprofloxacin 500mg,107,LOW,11.89,False,MEDIUM
2025-10-20,District Health Center,medicines,Ciprofloxacin 500mg,100,LOW,14.29,False,MEDIUM
2025-11-15,District Health Center,medicines,Ciprofloxacin 500mg,125,LOW,11.36,False,MEDIUM
2025-11-16,District Health Center,medicines,Ciprofloxacin 500mg,116,LOW,12.89,False,MEDIUM
2025-12-13,District Health Center,medicines,Ciprofloxacin 500mg,130,LOW,21.67,False,MEDIUM
2025-12-14,District Health Center,medicines,Ciprofloxacin 500mg,117,LOW,9.0,False,MEDIUM
2025-12-15,District Health Center,medicines,Ciprofloxacin 500mg,96,LOW,4.57,False,MEDIUM
2025-12-16,District Health Center,medicines,Ciprofloxacin 500mg,89,LOW,12.71,False,MEDIUM
2025-10-22,District Health Center,medicines,Azithromycin 500mg,119,LOW,3.5,False,MEDIUM
2025-10-23,District Health Center,medicines,Azithromycin 500mg,108,LOW,9.82,False,MEDIUM
2025-11-24,District Health Center,medicines,Azithromycin 500mg,141,LOW,5.88,False,MEDIUM
2025-11-25,District Health Center,medicines,Azithromycin 500mg,116,LOW,4.64,False,MEDIUM
2025-11-26,District Health Center,medicines,Azithromycin 500mg,100,LOW,6.25,False,MEDIUM
2025-12-20,District Health Center,medicines,Azithromycin 500mg,141,LOW,10.07,False,MEDIUM
2025-12-21,District Health Center,medicines,Azithromycin 500mg,123,LOW,6.83,False,MEDIUM
2025-10-29,District Health Center,medicines,Insulin 100U/ml,239,LOW,11.95,False,MEDIUM
2025-10-30,District Health Center,medicines,Insulin 100U/ml,217,LOW,9.86,False,MEDIUM
2025-10-31,District Health Center,medicines,Insulin 100U/ml,187,LOW,6.23,False,MEDIUM
2025-12-18,District Health Center,medicines,Insulin 100U/ml,249,LOW,49.8,False,MEDIUM
2025-12-19,District Health Center,medicines,Insulin 100U/ml,241,LOW,30.12,False,MEDIUM
2025-12-20,District Health Center,medicines,Insulin 100U/ml,219,LOW,9.95,False,MEDIUM
2025-12-21,District Health Center,medicines,Insulin 100U/ml,194,LOW,7.76,False,MEDIUM
2025-12-22,District Health Center,medicines,Insulin 100U/ml,187,LOW,26.71,False,MEDIUM
2025-11-04,District Health Center,medicines,Salbutamol Inhaler,242,LOW,24.2,False,MEDIUM
2025-11-05,District Health Center,medicines,Salbutamol Inhaler,218,LOW,9.08,False,MEDIUM
2025-11-06,District Health Center,medicines,Salbutamol Inhaler,195,LOW,8.48,False,MEDIUM
2025-11-07,District Health Center,medicines,Salbutamol Inhaler,188,LOW,26.86,False,MEDIUM
2025-11-08,District Health Center,medicines,Salbutamol Inhaler,179,LOW,19.89,False,MEDIUM
